1.19047619,0.021752265,0.706467663,0.229690898,0.590120529,0.64991988,0.817967738,0.694899274,0.091428571,0.698870432,0.836199036,0.558343999,0.248088219,0.483486735,0.60572843,0.568524096,0.229035639,0.36,0.576923077,0.110571,1
0,0.002641052,0.328358214,0.164421713,0.915651541,0.918459899,0.718555289,0.964512733,0.200714286,0.772093023,0.845121792,0.80173613,0.63016735,0.483892799,0.495933522,0.920180723,0.442348008,0.264347826,0.38045738,0.013837974,0
0.833333333,0.002688358,0.386401316,0.162315797,0.914963086,0.914261486,0.717711561,0.966761093,0.184285714,0.736079734,0.841279145,0.792944188,0.632882633,0.475636167,0.472949081,0.926204819,0.450733753,0.25826087,0.374220374,0.010615636,1
0,0.002921629,0.471807636,0.165961571,0.910556252,0.947885814,0.711704985,0.929071894,0.198571429,0.742192691,0.846750033,0.785153859,0.641194725,0.56930157,0.440063649,0.93185241,0.418763103,0.279130435,0.349272349,0.001981579,0
0,0.005042507,0.703150917,0.164314446,0.914953433,1,0.697510951,0.943375478,0.244285714,0.755348837,0.839585776,0.752434478,0.60922088,0.571602599,0.369165488,0.907003012,0.374737945,0.24,0.301455301,0.006636636,0
3,0.003006821,0.572139314,0.172046693,0.918058152,0.980939405,0.666278086,0.924779356,0.262857143,0.733687708,0.839520646,0.740359468,0.584007536,0.577693557,0.349363508,0.914909639,0.375262055,0.249565217,0.3004158,0.010503814,1
0.769230769,0.005037287,0.486732994,0.156321787,0.915922152,0.996751073,0.689513147,0.943307794,0.245714286,0.76345515,0.830402501,0.735017528,0.583453397,0.549539794,0.35519802,0.903614458,0.353249476,0.232173913,0.298336798,0.003028513,1
0,0.005352759,0.367330004,0.154196485,0.916635094,0.997550344,0.68763552,0.943517552,0.237857143,0.793222591,0.827536798,0.722886873,0.579685249,0.539794261,0.349540311,0.90248494,0.347484277,0.226956522,0.296257796,0.005369786,0
1.666666667,0.020969988,0.257877293,0.250177539,0.624510946,0.620734626,0.799210633,0.624462722,0.085714286,0.75627907,0.810537971,0.609593234,0.325667738,0.376962642,0.443422914,0.542168675,0.190775681,0.28173913,0.452182952,0.000316829,1
0.384615385,0.019037042,0.46102819,0.208769373,0.623059399,0.645861931,0.809769749,0.611487371,0.080714286,0.726644518,0.807151231,0.863279728,0.521833093,0.364780726,0.330091938,0.542921687,0.241090147,0.243478261,0.410602911,0.012647069,1
0.357142857,0.021050213,0.544776136,0.258475198,0.603370306,0.623684867,0.802135453,0.628129647,0.093571429,0.732225914,0.824540836,0.724222358,0.399534523,0.390227396,0.460572843,0.56626506,0.232704403,0.300869565,0.461538462,0.005790516,1
0.384615385,0.021789983,0.480928708,0.249630221,0.605946597,0.632499364,0.813942637,0.606594175,0.078571429,0.647973422,0.804155269,0.79489177,0.439598803,0.339334055,0.291371994,0.504518072,0.215408805,0.207826087,0.408523909,0.010849065,1
0.384615385,0.019155355,0.533167484,0.210687896,0.618505801,0.644615026,0.809911061,0.609707524,0.087142857,0.685448505,0.823368503,0.833342608,0.563005652,0.368164591,0.289957567,0.518448795,0.257337526,0.224347826,0.397089397,0.008304182,1
0.185185185,0.020849418,0.429519059,0.252883761,0.594037078,0.633751183,0.814188659,0.605659064,0.078571429,0.66538206,0.802136251,0.705302988,0.432284163,0.396182999,0.259193777,0.49435241,0.269392034,0.230434783,0.395010395,0.002857052,1
