2.619047619,0.021752265,0.706467663,0.229690898,0.835815714,0.590120529,0.817967738,0.694899274,0.091428571,0.698870432,0.836199036,0.558343999,0.454067122,0.661332406,0.568524096,0.229035639,0.501504514,0.110571,0
6.666666667,0.002641052,0.328358214,0.164421713,0.721902028,0.915651541,0.718555289,0.964512733,0.200714286,0.772093023,0.845121792,0.80173613,0.370449374,0.472429988,0.920180723,0.442348008,0.354062187,0.013837974,0
11.25,0.002688358,0.386401316,0.162315797,0.724152962,0.914963086,0.717711561,0.966761093,0.184285714,0.736079734,0.841279145,0.792944188,0.362343572,0.459906071,0.926204819,0.450733753,0.34002006,0.010615636,1
5,0.002921629,0.471807636,0.165961571,0.723809961,0.910556252,0.711704985,0.929071894,0.198571429,0.742192691,0.846750033,0.785153859,0.399886234,0.413289268,0.93185241,0.418763103,0.313941825,0.001981579,0
11.25,0.005042507,0.703150917,0.164314446,0.72755537,0.914953433,0.697510951,0.943375478,0.244285714,0.755348837,0.839585776,0.752434478,0.39092719,0.347712646,0.907003012,0.374737945,0.261785356,0.006636636,1
10,0.003006821,0.572139314,0.172046693,0.729067487,0.918058152,0.666278086,0.924779356,0.262857143,0.733687708,0.839520646,0.740359468,0.389931741,0.345103496,0.914909639,0.375262055,0.25777332,0.010503814,0
15.76923077,0.005037287,0.486732994,0.156321787,0.727258308,0.915922152,0.689513147,0.943307794,0.245714286,0.76345515,0.830402501,0.735017528,0.37741752,0.337971821,0.903614458,0.353249476,0.255767302,0.003028513,1
12.69230769,0.005352759,0.367330004,0.154196485,0.729296613,0.916635094,0.68763552,0.943517552,0.237857143,0.793222591,0.827536798,0.722886873,0.370307167,0.332405636,0.90248494,0.347484277,0.252758275,0.005369786,1
16.66666667,0.020969988,0.257877293,0.250177539,0.789163128,0.624510946,0.799210633,0.624462722,0.085714286,0.75627907,0.810537971,0.609593234,0.31754835,0.513480605,0.542168675,0.190775681,0.397191575,0.000316829,1
13.46153846,0.019037042,0.46102819,0.208769373,0.760858728,0.623059399,0.809769749,0.611487371,0.080714286,0.726644518,0.807151231,0.863279728,0.266211604,0.427726561,0.542921687,0.241090147,0.311935807,0.012647069,1
14.64285714,0.021050213,0.544776136,0.258475198,0.814237996,0.603370306,0.802135453,0.628129647,0.093571429,0.732225914,0.824540836,0.724222358,0.35907281,0.515741868,0.56626506,0.232704403,0.411233701,0.005790516,1
15.76923077,0.021789983,0.480928708,0.249630221,0.81413489,0.605946597,0.813942637,0.606594175,0.078571429,0.647973422,0.804155269,0.79489177,0.226251422,0.368585841,0.504518072,0.215408805,0.290872618,0.010849065,1
